,Data,Preco
0,2024-05-03,83.6
1,2024-05-02,84.81
2,2024-05-01,83.55
3,2024-04-30,88.23
4,2024-04-29,88.44
5,2024-04-26,89.95
6,2024-04-25,88.1
7,2024-04-24,89.02
8,2024-04-23,88.29
9,2024-04-22,87.3
10,2024-04-19,87.96
11,2024-04-18,88.34
12,2024-04-17,89.54
13,2024-04-16,91.29
14,2024-04-15,90.84
15,2024-04-12,93.12
16,2024-04-11,91.49
17,2024-04-10,91.57
18,2024-04-09,92.13
19,2024-04-08,91.73
20,2024-04-05,92.81
21,2024-04-04,90.32
22,2024-04-03,90.6
23,2024-04-02,87.63
24,2024-03-28,86.17
25,2024-03-27,84.94
26,2024-03-26,85.91
27,2024-03-25,86.18
28,2024-03-22,84.87
29,2024-03-21,84.92
30,2024-03-20,85.77
31,2024-03-19,87.36
32,2024-03-18,86.47
33,2024-03-15,85.39
34,2024-03-14,86.16
35,2024-03-13,83.95
36,2024-03-12,83.66
37,2024-03-11,83.44
38,2024-03-08,84.29
39,2024-03-07,84.88
40,2024-03-06,86.59
41,2024-03-05,85.82
42,2024-03-04,86.58
43,2024-03-01,84.82
44,2024-02-29,84.57
45,2024-02-28,84.08
46,2024-02-27,83.8
47,2024-02-26,84.01
48,2024-02-23,84.18
49,2024-02-22,85.84
50,2024-02-21,84.77
51,2024-02-20,84.78
52,2024-02-19,85.52
53,2024-02-16,84.88
54,2024-02-15,84.33
55,2024-02-14,84.41
56,2024-02-13,84.72
57,2024-02-12,83.88
58,2024-02-09,83.58
59,2024-02-08,83.01
60,2024-02-07,81.18
61,2024-02-06,80.46
62,2024-02-05,79.3
63,2024-02-02,79.54
64,2024-02-01,82.2
65,2024-01-31,82.98
66,2024-01-30,84.14
67,2024-01-29,83.99
68,2024-01-26,83.34
69,2024-01-25,82.33
70,2024-01-24,82.15
71,2024-01-23,82.04
72,2024-01-22,81.7
73,2024-01-19,80.71
74,2024-01-18,81.04
75,2024-01-17,78.88
76,2024-01-16,80.15
77,2024-01-15,79.76
78,2024-01-12,79.89
79,2024-01-11,80.21
80,2024-01-10,78.46
81,2024-01-09,77.97
82,2024-01-08,75.47
83,2024-01-05,78.31
84,2024-01-04,75.79
85,2024-01-03,77.18
86,2024-01-02,76.24
87,2023-12-29,77.69
88,2023-12-28,79.04
89,2023-12-27,80.97
90,2023-12-26,80.23
91,2023-12-22,80.23
92,2023-12-21,80.73
93,2023-12-20,81.1
94,2023-12-19,79.82
95,2023-12-18,78.89
96,2023-12-15,76.84
97,2023-12-14,77.05
98,2023-12-13,74.14
99,2023-12-12,74.11
100,2023-12-11,75.75
101,2023-12-08,75.94
102,2023-12-07,74.21
103,2023-12-06,74.33
104,2023-12-05,77.27
105,2023-12-04,78.16
106,2023-12-01,78.72
107,2023-11-30,81.72
108,2023-11-29,82.98
109,2023-11-28,81.66
110,2023-11-27,79.49
111,2023-11-24,79.82
112,2023-11-23,80.85
113,2023-11-22,81.76
114,2023-11-21,82.42
115,2023-11-20,83.25
116,2023-11-17,81.22
117,2023-11-16,77.73
118,2023-11-15,82.4
119,2023-11-14,84.2
120,2023-11-13,84.09
121,2023-11-10,83.66
122,2023-11-09,81.74
123,2023-11-08,81.46
124,2023-11-07,83.43
125,2023-11-06,87.31
126,2023-10-30,90.73
127,2023-10-27,90.73
128,2023-10-26,88.45
129,2023-10-25,90.14
130,2023-10-24,88.0
131,2023-10-23,91.88
132,2023-10-20,93.72
133,2023-10-19,93.12
134,2023-10-18,91.99
135,2023-10-17,92.52
136,2023-10-16,90.99
137,2023-10-13,94.33
138,2023-10-12,88.4
139,2023-10-11,87.58
140,2023-10-10,90.7
141,2023-10-09,91.37
142,2023-10-06,87.86
143,2023-10-05,88.28
144,2023-10-04,89.83
145,2023-10-03,94.46
146,2023-10-02,91.21
147,2023-09-29,95.86
148,2023-09-28,96.55
149,2023-09-27,97.1
150,2023-09-26,94.46
151,2023-09-25,94.01
152,2023-09-22,93.99
153,2023-09-21,93.7
154,2023-09-20,94.56
155,2023-09-19,96.11
156,2023-09-18,95.95
157,2023-09-15,95.55
158,2023-09-14,95.2
159,2023-09-13,93.04
160,2023-09-12,93.58
161,2023-09-11,91.97
162,2023-09-08,91.85
163,2023-09-07,91.16
164,2023-09-06,91.79
165,2023-09-05,91.25
166,2023-09-04,90.42
167,2023-08-31,87.29
168,2023-08-30,86.62
169,2023-08-29,86.37
170,2023-08-25,85.42
171,2023-08-24,84.07
172,2023-08-23,83.94
173,2023-08-22,84.7
174,2023-08-21,85.44
175,2023-08-18,85.92
176,2023-08-17,85.24
177,2023-08-16,84.49
178,2023-08-15,86.28
179,2023-08-14,87.4
180,2023-08-11,87.93
181,2023-08-10,87.44
182,2023-08-09,89.31
183,2023-08-08,88.0
184,2023-08-07,86.47
185,2023-08-04,87.38
186,2023-08-03,86.19
187,2023-08-02,84.01
188,2023-08-01,85.34
189,2023-07-31,85.22
190,2023-07-28,84.49
191,2023-07-27,84.28
192,2023-07-26,82.98
193,2023-07-25,83.46
194,2023-07-24,82.53
195,2023-07-21,81.06
196,2023-07-20,79.62
197,2023-07-19,79.38
198,2023-07-18,79.54
199,2023-07-17,77.8
200,2023-07-15,77.8
201,2023-07-14,79.9
202,2023-07-13,81.31
203,2023-07-12,80.35
204,2023-07-11,79.54
205,2023-07-10,77.83
206,2023-07-08,77.83
207,2023-07-07,78.77
208,2023-07-06,76.72
209,2023-07-05,76.74
210,2023-07-04,76.23
211,2023-07-03,74.52
212,2023-06-30,74.51
213,2023-06-29,73.86
214,2023-06-28,73.64
215,2023-06-27,71.88
216,2023-06-26,73.86
217,2023-06-23,73.56
218,2023-06-22,73.93
219,2023-06-21,76.92
220,2023-06-20,75.79
221,2023-06-19,76.09
222,2023-06-16,76.76
223,2023-06-15,75.75
224,2023-06-14,73.39
225,2023-06-13,74.24
226,2023-06-12,71.8
227,2023-06-09,74.74
228,2023-06-08,75.88
229,2023-06-07,76.85
230,2023-06-06,76.22
231,2023-06-05,76.61
232,2023-06-02,76.0
233,2023-06-01,74.18
234,2023-05-31,71.98
235,2023-05-30,73.38
236,2023-05-26,76.33
237,2023-05-25,75.66
238,2023-05-24,77.99
239,2023-05-23,76.66
240,2023-05-22,75.77
241,2023-05-19,75.42
242,2023-05-18,75.75
243,2023-05-17,76.98
244,2023-05-16,75.15
245,2023-05-15,75.46
246,2023-05-12,74.54
247,2023-05-11,75.32
248,2023-05-10,76.7
249,2023-05-09,77.76
250,2023-05-05,75.85
251,2023-05-04,73.0
252,2023-05-03,72.91
253,2023-05-02,76.71
254,2023-04-28,81.32
255,2023-04-27,80.11
256,2023-04-26,79.19
257,2023-04-25,82.13
258,2023-04-24,84.23
259,2023-04-21,83.36
260,2023-04-20,83.29
261,2023-04-19,85.34
262,2023-04-18,85.48
263,2023-04-17,85.63
264,2023-04-14,87.31
265,2023-04-13,86.51
266,2023-04-12,88.31
267,2023-04-11,87.32
268,2023-04-10,86.56
269,2023-04-06,86.56
270,2023-04-05,85.89
271,2023-04-04,85.7
272,2023-04-03,85.81
273,2023-03-31,79.19
274,2023-03-30,78.45
275,2023-03-29,77.51
276,2023-03-28,78.07
277,2023-03-27,76.8
278,2023-03-24,73.63
279,2023-03-23,74.31
280,2023-03-22,76.08
281,2023-03-21,74.78
282,2023-03-20,72.42
283,2023-03-17,71.03
284,2023-03-16,73.12
285,2023-03-15,74.3
286,2023-03-14,76.77
287,2023-03-13,79.67
288,2023-03-10,82.3
289,2023-03-09,81.0
290,2023-03-08,82.1
291,2023-03-07,83.03
292,2023-03-06,85.86
293,2023-03-03,85.74
294,2023-03-02,84.15
295,2023-03-01,83.68
296,2023-02-28,83.21
297,2023-02-27,81.24
298,2023-02-24,82.31
299,2023-02-23,82.08
300,2023-02-22,79.55
301,2023-02-21,82.14
302,2023-02-20,82.79
303,2023-02-17,81.97
304,2023-02-16,83.84
305,2023-02-15,84.11
306,2023-02-14,84.96
307,2023-02-13,85.98
308,2023-02-10,85.46
309,2023-02-09,83.46
310,2023-02-08,84.17
311,2023-02-07,82.92
312,2023-02-06,80.48
313,2023-02-03,78.85
314,2023-02-02,80.57
315,2023-02-01,81.61
316,2023-01-31,83.42
317,2023-01-30,84.9
318,2023-01-27,85.36
319,2023-01-26,86.29
320,2023-01-25,85.08
321,2023-01-24,85.25
322,2023-01-23,87.96
323,2023-01-20,86.96
324,2023-01-19,85.08
325,2023-01-18,83.78
326,2023-01-17,84.38
327,2023-01-16,82.65
328,2023-01-13,83.43
329,2023-01-12,82.59
330,2023-01-11,81.11
331,2023-01-10,78.4
332,2023-01-09,77.5
333,2023-01-06,76.41
334,2023-01-05,76.73
335,2023-01-04,75.31
336,2023-01-03,80.36
337,2023-01-02,82.82
338,2022-12-30,82.82
339,2022-12-29,80.96
340,2022-12-28,81.7
341,2022-12-27,82.45
342,2022-12-23,82.45
343,2022-12-22,79.58
344,2022-12-21,80.25
345,2022-12-20,79.45
346,2022-12-19,81.66
347,2022-12-16,80.2
348,2022-12-15,82.34
349,2022-12-14,83.33
350,2022-12-13,80.14
351,2022-12-12,78.0
352,2022-12-09,76.37
353,2022-12-08,76.02
354,2022-12-07,77.11
355,2022-12-06,79.92
356,2022-12-05,83.36
357,2022-12-02,86.54
358,2022-12-01,86.28
359,2022-11-30,85.61
360,2022-11-29,83.22
361,2022-11-28,83.5
362,2022-11-25,83.4
363,2022-11-24,85.59
364,2022-11-23,85.9
365,2022-11-22,88.65
366,2022-11-21,88.44
367,2022-11-18,88.93
368,2022-11-17,91.0
369,2022-11-16,92.61
370,2022-11-15,94.3
371,2022-11-14,93.59
372,2022-11-11,96.37
373,2022-11-10,94.25
374,2022-11-09,93.05
375,2022-11-08,96.85
376,2022-11-07,99.87
377,2022-11-04,99.53
378,2022-11-03,95.29
379,2022-11-02,96.07
380,2022-11-01,95.12
381,2022-10-31,93.3
382,2022-10-28,94.64
383,2022-10-27,94.17
384,2022-10-26,92.93
385,2022-10-25,91.76
386,2022-10-24,91.57
387,2022-10-21,91.82
388,2022-10-20,91.52
389,2022-10-19,91.34
390,2022-10-18,89.46
391,2022-10-17,91.04
392,2022-10-14,92.22
393,2022-10-13,95.16
394,2022-10-12,93.44
395,2022-10-11,95.17
396,2022-10-10,97.13
397,2022-10-07,98.88
398,2022-10-06,95.65
399,2022-10-05,94.35
400,2022-10-04,93.74
401,2022-10-03,90.68
402,2022-09-30,88.9
403,2022-09-29,89.41
404,2022-09-28,89.55
405,2022-09-27,85.97
406,2022-09-26,82.55
407,2022-09-23,84.29
408,2022-09-22,90.4
409,2022-09-21,89.86
410,2022-09-20,89.62
411,2022-09-19,89.43
412,2022-09-16,89.43
413,2022-09-15,89.28
414,2022-09-14,92.83
415,2022-09-13,92.04
416,2022-09-12,93.45
417,2022-09-09,91.68
418,2022-09-08,87.99
419,2022-09-07,86.83
420,2022-09-06,91.43
421,2022-09-05,94.22
422,2022-09-02,93.09
423,2022-09-01,92.24
424,2022-08-31,96.55
425,2022-08-30,99.34
426,2022-08-26,101.13
427,2022-08-25,98.81
428,2022-08-24,99.87
429,2022-08-23,99.49
430,2022-08-22,95.06
431,2022-08-19,96.45
432,2022-08-18,96.35
433,2022-08-17,97.22
434,2022-08-16,95.36
435,2022-08-15,98.25
436,2022-08-12,103.7
437,2022-08-11,107.19
438,2022-08-10,105.06
439,2022-08-09,103.81
440,2022-08-08,103.46
441,2022-08-05,100.31
442,2022-08-04,97.99
443,2022-08-03,101.82
444,2022-08-02,106.51
445,2022-08-01,106.09
446,2022-07-29,111.51
447,2022-07-28,109.68
448,2022-07-27,109.64
449,2022-07-26,107.32
450,2022-07-25,108.23
451,2022-07-22,106.77
452,2022-07-21,112.81
453,2022-07-20,115.86
454,2022-07-19,114.96
455,2022-07-18,117.27
456,2022-07-15,112.26
457,2022-07-14,107.74
458,2022-07-13,107.17
459,2022-07-12,106.98
460,2022-07-11,114.85
461,2022-07-08,113.95
462,2022-07-07,113.4
463,2022-07-06,108.54
464,2022-07-05,110.49
465,2022-07-04,121.8
466,2022-07-01,119.21
467,2022-06-30,119.78
468,2022-06-29,120.8
469,2022-06-28,122.21
470,2022-06-27,119.69
471,2022-06-24,117.36
472,2022-06-23,114.5
473,2022-06-22,115.54
474,2022-06-21,118.51
475,2022-06-20,118.25
476,2022-06-17,119.22
477,2022-06-16,125.78
478,2022-06-15,124.96
479,2022-06-14,127.02
480,2022-06-13,128.44
481,2022-06-10,127.44
482,2022-06-09,128.47
483,2022-06-08,129.2
484,2022-06-07,126.89
485,2022-06-06,124.99
486,2022-06-03,125.68
487,2022-06-01,122.2
488,2022-05-31,125.53
489,2022-05-30,123.01
490,2022-05-27,121.19
491,2022-05-26,119.81
492,2022-05-25,116.41
493,2022-05-24,115.77
494,2022-05-23,115.13
495,2022-05-20,113.63
496,2022-05-19,113.22
497,2022-05-18,110.04
498,2022-05-17,112.89
499,2022-05-16,114.86
500,2022-05-13,112.12
501,2022-05-12,108.06
502,2022-05-11,107.7
503,2022-05-10,102.61
504,2022-05-09,106.67
505,2022-05-06,113.86
506,2022-05-05,112.11
507,2022-05-04,110.53
508,2022-05-03,104.94
509,2022-05-02,108.36
510,2022-04-29,108.36
511,2022-04-28,105.78
512,2022-04-27,103.3
513,2022-04-26,102.89
514,2022-04-25,99.27
515,2022-04-22,105.15
516,2022-04-21,107.2
517,2022-04-20,105.05
518,2022-04-19,105.49
519,2022-04-18,110.83
520,2022-04-14,110.83
521,2022-04-13,108.49
522,2022-04-12,104.42
523,2022-04-11,97.92
524,2022-04-08,101.26
525,2022-04-07,99.83
526,2022-04-06,100.81
527,2022-04-05,106.6
528,2022-04-04,108.15
529,2022-04-01,106.13
530,2022-03-31,107.29
531,2022-03-30,115.59
532,2022-03-29,112.79
533,2022-03-28,114.5
534,2022-03-25,122.67
535,2022-03-24,123.98
536,2022-03-23,127.52
537,2022-03-22,121.53
538,2022-03-21,122.29
539,2022-03-18,114.32
540,2022-03-17,113.5
541,2022-03-16,104.61
542,2022-03-15,105.14
543,2022-03-14,110.39
544,2022-03-11,118.11
545,2022-03-10,114.54
546,2022-03-09,116.58
547,2022-03-08,133.18
548,2022-03-07,129.02
549,2022-03-04,123.86
550,2022-03-03,115.36
551,2022-03-02,118.94
552,2022-03-01,110.93
553,2022-02-28,103.08
554,2022-02-25,98.56
555,2022-02-24,101.29
556,2022-02-23,99.29
557,2022-02-22,98.73
558,2022-02-21,98.95
559,2022-02-18,96.18
560,2022-02-17,95.28
561,2022-02-16,97.44
562,2022-02-15,98.43
563,2022-02-14,101.66
564,2022-02-11,97.5
565,2022-02-10,96.37
566,2022-02-09,94.95
567,2022-02-08,96.07
568,2022-02-07,97.28
569,2022-02-04,96.86
570,2022-02-03,92.99
571,2022-02-02,91.43
572,2022-02-01,90.24
573,2022-01-31,92.35
574,2022-01-28,91.47
575,2022-01-27,90.7
576,2022-01-26,91.22
577,2022-01-25,89.49
578,2022-01-24,87.74
579,2022-01-21,89.75
580,2022-01-20,89.75
581,2022-01-19,89.64
582,2022-01-18,88.83
583,2022-01-17,87.82
584,2022-01-14,87.17
585,2022-01-13,85.8
586,2022-01-12,85.83
587,2022-01-11,84.98
588,2022-01-10,81.56
589,2022-01-07,82.28
590,2022-01-06,81.99
591,2022-01-05,80.6
592,2022-01-04,79.39
593,2022-01-03,78.25
594,2021-12-31,77.24
595,2021-12-30,78.61
596,2021-12-29,78.63
597,2021-12-27,75.24
598,2021-12-24,75.24
599,2021-12-23,76.26
600,2021-12-22,74.69
601,2021-12-21,72.85
602,2021-12-20,70.51
603,2021-12-17,72.97
604,2021-12-16,74.64
605,2021-12-15,73.71
606,2021-12-14,73.37
607,2021-12-13,74.12
608,2021-12-10,74.98
609,2021-12-09,74.1
610,2021-12-08,75.94
611,2021-12-07,75.54
612,2021-12-06,73.38
613,2021-12-03,70.71
614,2021-12-02,70.56
615,2021-12-01,69.53
616,2021-11-30,70.86
617,2021-11-29,73.34
618,2021-11-26,72.37
619,2021-11-25,82.05
620,2021-11-24,82.37
621,2021-11-23,83.43
622,2021-11-22,80.97
623,2021-11-19,80.24
624,2021-11-18,82.45
625,2021-11-17,80.67
626,2021-11-16,82.85
627,2021-11-15,81.94
628,2021-11-12,82.9
629,2021-11-11,83.4
630,2021-11-10,82.91
631,2021-11-09,84.52
632,2021-11-08,83.22
633,2021-11-05,82.43
634,2021-11-04,80.15
635,2021-11-03,81.1
636,2021-11-02,84.42
637,2021-11-01,84.51
638,2021-10-29,83.1
639,2021-10-28,83.4
640,2021-10-27,84.12
641,2021-10-26,85.11
642,2021-10-25,84.85
643,2021-10-22,85.43
644,2021-10-21,84.58
645,2021-10-20,85.76
646,2021-10-19,85.02
647,2021-10-18,84.13
648,2021-10-15,84.67
649,2021-10-14,83.86
650,2021-10-13,83.53
651,2021-10-12,83.53
652,2021-10-11,83.75
653,2021-10-08,82.17
654,2021-10-07,82.34
655,2021-10-06,81.39
656,2021-10-05,82.72
657,2021-10-04,81.44
658,2021-10-01,79.4
659,2021-09-30,77.81
660,2021-09-29,77.86
661,2021-09-28,78.3
662,2021-09-27,78.85
663,2021-09-24,77.42
664,2021-09-23,76.44
665,2021-09-22,75.5
666,2021-09-21,73.65
667,2021-09-20,73.59
668,2021-09-17,74.64
669,2021-09-16,75.14
670,2021-09-15,74.84
671,2021-09-14,73.05
672,2021-09-13,72.97
673,2021-09-10,72.44
674,2021-09-09,71.32
675,2021-09-08,72.36
676,2021-09-07,71.52
677,2021-09-06,72.43
678,2021-09-03,73.07
679,2021-09-02,73.56
680,2021-09-01,71.99
681,2021-08-31,73.45
682,2021-08-27,72.26
683,2021-08-26,70.42
684,2021-08-25,72.12
685,2021-08-24,71.21
686,2021-08-23,69.07
687,2021-08-20,65.51
688,2021-08-19,66.8
689,2021-08-18,68.61
690,2021-08-17,69.4
691,2021-08-16,70.07
692,2021-08-13,70.9
693,2021-08-12,71.79
694,2021-08-11,71.99
695,2021-08-10,71.14
696,2021-08-09,69.65
697,2021-08-06,71.02
698,2021-08-05,72.14
699,2021-08-04,70.99
700,2021-08-03,73.24
701,2021-08-02,73.91
702,2021-07-30,77.72
703,2021-07-29,76.3
704,2021-07-28,75.09
705,2021-07-27,74.87
706,2021-07-26,74.79
707,2021-07-23,74.86
708,2021-07-22,74.25
709,2021-07-21,72.54
710,2021-07-20,70.03
711,2021-07-19,69.33
712,2021-07-16,74.46
713,2021-07-15,74.53
714,2021-07-14,75.74
715,2021-07-13,77.5
716,2021-07-12,76.77
717,2021-07-09,77.14
718,2021-07-08,75.07
719,2021-07-07,74.31
720,2021-07-06,75.81
721,2021-07-05,78.34
722,2021-07-02,77.51
723,2021-07-01,76.69
724,2021-06-30,76.94
725,2021-06-29,75.38
726,2021-06-28,74.78
727,2021-06-25,76.45
728,2021-06-24,75.95
729,2021-06-23,75.22
730,2021-06-22,74.92
731,2021-06-21,74.49
732,2021-06-18,73.1
733,2021-06-17,72.92
734,2021-06-16,73.88
735,2021-06-15,73.38
736,2021-06-14,72.27
737,2021-06-11,72.05
738,2021-06-10,71.65
739,2021-06-09,71.31
740,2021-06-08,71.39
741,2021-06-07,70.89
742,2021-06-04,71.3
743,2021-06-03,70.71
744,2021-06-02,70.6
745,2021-06-01,70.03
746,2021-05-28,69.36
747,2021-05-27,69.43
748,2021-05-26,68.93
749,2021-05-25,68.8
750,2021-05-24,68.59
751,2021-05-21,66.72
752,2021-05-20,65.18
753,2021-05-19,66.88
754,2021-05-18,69.01
755,2021-05-17,69.62
756,2021-05-14,69.24
757,2021-05-13,67.36
758,2021-05-12,69.62
759,2021-05-11,68.83
760,2021-05-10,68.61
761,2021-05-07,68.73
762,2021-05-06,68.62
763,2021-05-05,69.71
764,2021-04-30,67.73
765,2021-04-29,68.26
766,2021-04-28,67.08
767,2021-04-27,66.25
768,2021-04-26,65.5
769,2021-04-23,65.75
770,2021-04-22,65.07
771,2021-04-21,64.02
772,2021-04-20,65.34
773,2021-04-19,66.54
774,2021-04-16,65.98
775,2021-04-15,66.13
776,2021-04-14,66.11
777,2021-04-13,62.83
778,2021-04-12,62.38
779,2021-04-09,61.89
780,2021-04-08,62.09
781,2021-04-07,61.86
782,2021-04-06,61.47
783,2021-04-05,63.85
784,2021-04-01,63.85
785,2021-03-31,63.52
786,2021-03-30,63.28
787,2021-03-29,64.06
788,2021-03-26,63.77
789,2021-03-25,61.21
790,2021-03-24,63.7
791,2021-03-23,59.96
792,2021-03-22,63.89
793,2021-03-19,64.0
794,2021-03-18,62.11
795,2021-03-17,67.73
796,2021-03-16,67.95
797,2021-03-15,68.78
798,2021-03-12,68.87
799,2021-03-11,69.34
800,2021-03-10,67.53
801,2021-03-09,67.03
802,2021-03-08,68.0
803,2021-03-05,69.95
804,2021-03-04,67.32
805,2021-03-03,64.7
806,2021-03-02,63.17
807,2021-03-01,64.56
808,2021-02-26,65.86
809,2021-02-25,66.69
810,2021-02-24,66.85
811,2021-02-23,65.16
812,2021-02-22,64.73
813,2021-02-19,62.84
814,2021-02-18,64.09
815,2021-02-17,65.02
816,2021-02-16,63.96
817,2021-02-15,63.58
818,2021-02-12,62.47
819,2021-02-11,61.09
820,2021-02-10,61.17
821,2021-02-09,60.74
822,2021-02-08,60.17
823,2021-02-05,59.48
824,2021-02-04,58.98
825,2021-02-03,58.61
826,2021-02-02,57.62
827,2021-02-01,56.42
828,2021-01-29,55.25
829,2021-01-28,54.87
830,2021-01-27,55.07
831,2021-01-26,55.26
832,2021-01-25,55.44
833,2021-01-22,55.22
834,2021-01-21,55.68
835,2021-01-20,55.66
836,2021-01-19,55.38
837,2021-01-18,54.21
838,2021-01-15,54.8
839,2021-01-14,55.76
840,2021-01-13,55.52
841,2021-01-12,55.98
842,2021-01-11,54.84
843,2021-01-08,55.51
844,2021-01-07,53.7
845,2021-01-06,53.8
846,2021-01-05,53.16
847,2021-01-04,50.37
848,2020-12-31,51.22
849,2020-12-30,50.74
850,2020-12-29,50.44
851,2020-12-28,50.88
852,2020-12-24,50.88
853,2020-12-23,51.05
854,2020-12-22,49.88
855,2020-12-21,50.61
856,2020-12-18,52.17
857,2020-12-14,50.27
858,2020-12-11,50.01
859,2020-12-10,50.33
860,2020-12-09,48.81
861,2020-12-08,48.84
862,2020-12-07,48.63
863,2020-12-04,49.1
864,2020-12-03,48.37
865,2020-12-02,47.8
866,2020-12-01,47.03
867,2020-11-30,46.84
868,2020-11-27,46.88
869,2020-11-26,46.32
870,2020-11-25,47.3
871,2020-11-24,46.63
872,2020-11-23,45.0
873,2020-11-20,43.79
874,2020-11-19,43.09
875,2020-11-18,42.91
876,2020-11-17,42.54
877,2020-11-16,42.71
878,2020-11-13,41.51
879,2020-11-12,42.16
880,2020-11-11,42.5
881,2020-11-10,42.25
882,2020-11-09,40.93
883,2020-11-06,38.08
884,2020-11-05,39.47
885,2020-11-04,39.68
886,2020-11-03,38.17
887,2020-11-02,37.78
888,2020-10-30,36.33
889,2020-10-29,36.56
890,2020-10-28,37.86
891,2020-10-27,39.72
892,2020-10-26,39.06
893,2020-10-23,40.71
894,2020-10-22,41.28
895,2020-10-21,40.09
896,2020-10-20,41.62
897,2020-10-19,41.29
898,2020-10-16,41.34
899,2020-10-15,41.61
900,2020-10-14,41.81
901,2020-10-13,41.34
902,2020-10-12,40.5
903,2020-10-09,41.63
904,2020-10-08,42.0
905,2020-10-07,40.62
906,2020-10-06,41.27
907,2020-10-05,39.78
908,2020-10-02,38.0
909,2020-10-01,39.75
910,2020-09-30,40.3
911,2020-09-29,40.33
912,2020-09-28,41.59
913,2020-09-25,40.91
914,2020-09-24,41.24
915,2020-09-23,41.09
916,2020-09-22,40.84
917,2020-09-21,40.37
918,2020-09-19,40.37
919,2020-09-18,42.16
920,2020-09-17,42.35
921,2020-09-16,41.23
922,2020-09-15,39.54
923,2020-09-14,38.57
924,2020-09-13,39.54
925,2020-09-12,38.57
926,2020-09-11,38.8
927,2020-09-10,39.27
928,2020-09-09,39.98
929,2020-09-08,38.53
930,2020-09-07,40.67
931,2020-09-04,41.1
932,2020-09-03,42.72
933,2020-09-02,42.7
934,2020-09-01,45.72
935,2020-08-28,45.22
936,2020-08-27,44.84
937,2020-08-26,45.79
938,2020-08-25,46.01
939,2020-08-24,44.43
940,2020-08-21,43.94
941,2020-08-20,44.56
942,2020-08-19,45.21
943,2020-08-18,45.34
944,2020-08-17,44.91
945,2020-08-14,44.86
946,2020-08-13,44.87
947,2020-08-12,45.09
948,2020-08-11,43.68
949,2020-08-10,44.19
950,2020-08-07,44.07
951,2020-08-06,45.04
952,2020-08-05,44.92
953,2020-08-04,43.99
954,2020-08-03,43.76
955,2020-07-31,43.13
956,2020-07-30,42.98
957,2020-07-29,43.51
958,2020-07-28,43.11
959,2020-07-27,43.39
960,2020-07-24,43.29
961,2020-07-23,42.96
962,2020-07-22,43.98
963,2020-07-21,44.31
964,2020-07-20,43.3
965,2020-07-17,43.53
966,2020-07-16,43.71
967,2020-07-15,43.96
968,2020-07-14,42.97
969,2020-07-13,42.85
970,2020-07-10,43.27
971,2020-07-09,42.35
972,2020-07-08,43.67
973,2020-07-07,43.28
974,2020-07-06,42.73
975,2020-07-03,42.92
976,2020-07-02,43.19
977,2020-07-01,42.18
978,2020-06-30,41.64
979,2020-06-29,41.58
980,2020-06-26,40.97
981,2020-06-25,41.18
982,2020-06-24,40.4
983,2020-06-23,42.72
984,2020-06-22,43.2
985,2020-06-19,42.33
986,2020-06-18,41.75
987,2020-06-17,40.47
988,2020-06-16,40.75
989,2020-06-15,39.44
990,2020-06-12,38.54
991,2020-06-11,37.76
992,2020-06-10,41.18
993,2020-06-09,40.45
994,2020-06-08,39.66
995,2020-06-05,41.0
996,2020-06-04,38.41
997,2020-06-03,37.98
998,2020-06-02,37.72
999,2020-06-01,36.74
1000,2020-05-29,34.15
1001,2020-05-28,33.98
1002,2020-05-27,32.73
1003,2020-05-26,33.95
1004,2020-05-25,33.8
1005,2020-05-22,33.8
1006,2020-05-21,34.78
1007,2020-05-20,34.76
1008,2020-05-19,33.06
1009,2020-05-18,33.3
1010,2020-05-15,30.95
1011,2020-05-14,29.87
1012,2020-05-13,27.89
1013,2020-05-12,26.67
1014,2020-05-11,25.53
1015,2020-05-07,24.23
1016,2020-05-06,24.2
1017,2020-05-05,25.46
1018,2020-05-04,20.4
1019,2020-05-01,18.49
1020,2020-04-30,18.11
1021,2020-04-29,17.86
1022,2020-04-28,15.6
1023,2020-04-27,15.17
1024,2020-04-24,15.87
1025,2020-04-23,15.06
1026,2020-04-22,13.77
1027,2020-04-21,9.12
1028,2020-04-20,17.36
1029,2020-04-17,19.75
1030,2020-04-16,18.69
1031,2020-04-15,19.8
1032,2020-04-14,21.74
1033,2020-04-13,20.23
1034,2020-04-09,20.23
1035,2020-04-08,25.22
1036,2020-04-07,22.1
1037,2020-04-06,22.58
1038,2020-04-03,24.33
1039,2020-04-02,20.24
1040,2020-04-01,14.97
1041,2020-03-31,14.85
1042,2020-03-30,19.19
1043,2020-03-27,22.39
1044,2020-03-26,23.55
1045,2020-03-25,25.62
1046,2020-03-24,24.5
1047,2020-03-23,21.85
1048,2020-03-20,25.55
1049,2020-03-19,23.98
1050,2020-03-18,22.79
1051,2020-03-17,27.97
1052,2020-03-16,27.98
1053,2020-03-13,33.0
1054,2020-03-12,31.05
1055,2020-03-11,34.45
1056,2020-03-10,36.66
1057,2020-03-09,35.33
1058,2020-03-06,45.6
1059,2020-03-05,51.29
1060,2020-03-04,51.86
1061,2020-03-03,52.24
1062,2020-03-02,52.52
1063,2020-02-28,51.31
1064,2020-02-27,52.19
1065,2020-02-26,54.96
1066,2020-02-25,56.71
1067,2020-02-24,56.04
1068,2020-02-21,58.6
1069,2020-02-20,59.72
