,Data,Preco
5981,2006-02-17,59.16
5982,2006-02-16,56.78
5983,2006-02-15,57.67
5984,2006-02-14,59.66
5985,2006-02-13,60.7
5986,2006-02-12,60.82
5987,2006-02-11,61.64
5988,2006-02-10,63.32
5989,2006-02-09,60.7
5990,2006-02-08,60.82
5991,2006-02-07,62.54
5992,2006-02-06,63.49
5993,2006-02-05,65.64
5994,2006-02-04,63.19
5995,2006-02-03,65.14
5996,2006-02-02,63.49
5997,2006-02-01,65.64
5998,2006-01-31,64.95
5999,2006-01-30,62.93
6000,2006-01-29,62.61
6001,2006-01-28,63.82
6002,2006-01-27,64.56
6003,2006-01-26,62.93
6004,2006-01-25,62.61
6005,2006-01-24,64.92
6006,2006-01-23,63.64
6007,2006-01-22,63.6
6008,2006-01-21,63.22
6009,2006-01-20,62.34
6010,2006-01-19,63.64
6011,2006-01-18,63.6
6012,2006-01-17,61.58
6013,2006-01-16,62.95
6014,2006-01-15,61.54
6015,2006-01-14,62.32
6016,2006-01-13,62.51
6017,2006-01-12,62.95
6018,2006-01-11,61.54
6019,2006-01-10,62.43
6020,2006-01-09,61.68
6021,2006-01-08,61.25
6022,2006-01-07,61.51
6023,2006-01-06,62.43
6024,2006-01-05,61.68
6025,2006-01-04,61.25
6026,2006-01-03,58.34
6027,2006-01-02,57.72
6028,2006-01-01,56.91
6029,2005-12-30,56.54
6030,2005-12-29,57.72
6031,2005-12-28,56.91
6032,2005-12-27,56.28
6033,2005-12-26,57.3
6034,2005-12-25,56.05
6035,2005-12-24,56.08
6036,2005-12-23,56.09
6037,2005-12-22,57.3
6038,2005-12-21,56.05
6039,2005-12-20,58.11
6040,2005-12-19,59.67
6041,2005-12-18,59.59
6042,2005-12-17,59.16
6043,2005-12-16,57.23
6044,2005-12-15,59.67
6045,2005-12-14,59.59
6046,2005-12-13,57.18
6047,2005-12-12,56.26
6048,2005-12-11,55.17
6049,2005-12-10,55.68
6050,2005-12-09,56.05
6051,2005-12-08,56.26
6052,2005-12-07,55.17
6053,2005-12-06,54.91
6054,2005-12-05,53.65
6055,2005-12-04,53.25
6056,2005-12-03,53.24
6057,2005-12-02,52.91
6058,2005-12-01,53.65
6059,2005-11-30,53.25
6060,2005-11-29,53.15
6061,2005-11-28,53.41
6062,2005-11-27,53.73
6063,2005-11-26,54.21
6064,2005-11-25,53.36
6065,2005-11-24,53.41
6066,2005-11-23,53.73
6067,2005-11-22,52.84
6068,2005-11-21,53.8
6069,2005-11-20,53.68
6070,2005-11-19,54.45
6071,2005-11-18,54.1
6072,2005-11-17,53.8
6073,2005-11-16,53.68
6074,2005-11-15,54.3
6075,2005-11-14,55.85
6076,2005-11-13,57.71
6077,2005-11-12,57.89
6078,2005-11-11,58.19
6079,2005-11-10,55.85
6080,2005-11-09,57.71
6081,2005-11-08,60.48
6082,2005-11-07,59.55
6083,2005-11-06,58.53
6084,2005-11-05,56.69
6085,2005-11-04,58.47
6086,2005-11-03,59.55
6087,2005-11-02,58.53
6088,2005-11-01,59.47
6089,2005-10-31,58.1
6090,2005-10-30,58.56
6091,2005-10-29,58.72
6092,2005-10-28,57.64
6093,2005-10-27,58.1
6094,2005-10-26,58.56
6095,2005-10-25,56.94
6096,2005-10-24,57.04
6097,2005-10-23,58.13
6098,2005-10-22,58.85
6099,2005-10-21,59.81
6100,2005-10-20,57.04
6101,2005-10-19,58.13
6102,2005-10-18,58.45
6103,2005-10-17,59.48
6104,2005-10-16,59.91
6105,2005-10-15,58.1
6106,2005-10-14,57.01
6107,2005-10-13,59.48
6108,2005-10-12,59.91
6109,2005-10-11,57.29
6110,2005-10-10,57.2
6111,2005-10-09,59.33
6112,2005-10-08,59.17
6113,2005-10-07,61.64
6114,2005-10-06,57.2
6115,2005-10-05,59.33
6116,2005-10-04,61.7
6117,2005-10-03,62.02
6118,2005-10-02,62.81
6119,2005-10-01,62.56
6120,2005-09-30,61.73
6121,2005-09-29,62.02
6122,2005-09-28,62.81
6123,2005-09-27,62.17
6124,2005-09-26,64.64
6125,2005-09-25,64.31
6126,2005-09-24,62.98
6127,2005-09-23,64.04
6128,2005-09-22,64.64
6129,2005-09-21,64.31
6130,2005-09-20,60.48
6131,2005-09-19,61.9
6132,2005-09-18,61.7
6133,2005-09-17,61.31
6134,2005-09-16,60.69
6135,2005-09-15,61.9
6136,2005-09-14,61.7
6137,2005-09-13,62.62
6138,2005-09-12,61.66
6139,2005-09-11,63.6
6140,2005-09-10,64.16
6141,2005-09-09,64.16
6142,2005-09-08,61.66
6143,2005-09-07,63.6
6144,2005-09-06,65.95
6145,2005-09-05,66.79
6146,2005-09-04,66.8
6147,2005-09-03,66.15
6148,2005-09-02,64.77
6149,2005-09-01,66.79
6150,2005-08-31,66.8
6151,2005-08-30,66.23
6152,2005-08-29,65.88
6153,2005-08-28,65.25
6154,2005-08-27,65.16
6155,2005-08-26,65.87
6156,2005-08-25,65.88
6157,2005-08-24,65.25
6158,2005-08-23,64.21
6159,2005-08-22,61.75
6160,2005-08-21,63.41
6161,2005-08-20,65.1
6162,2005-08-19,66.68
6163,2005-08-18,61.75
6164,2005-08-17,63.41
6165,2005-08-16,67.26
6166,2005-08-15,65.9
6167,2005-08-14,63.77
6168,2005-08-13,62.79
6169,2005-08-12,62.56
6170,2005-08-11,65.9
6171,2005-08-10,63.77
6172,2005-08-09,60.73
6173,2005-08-08,60.62
6174,2005-08-07,60.04
6175,2005-08-06,60.13
6176,2005-08-05,60.56
6177,2005-08-04,60.62
6178,2005-08-03,60.04
6179,2005-08-02,59.77
6180,2005-08-01,58.28
6181,2005-07-31,58.34
6182,2005-07-30,58.58
6183,2005-07-29,57.51
6184,2005-07-28,58.28
6185,2005-07-27,58.34
6186,2005-07-26,56.98
6187,2005-07-25,55.59
6188,2005-07-24,56.39
6189,2005-07-23,56.75
6190,2005-07-22,56.25
6191,2005-07-21,55.59
6192,2005-07-20,56.39
6193,2005-07-19,56.98
6194,2005-07-18,56.79
6195,2005-07-17,58.33
6196,2005-07-16,58.95
6197,2005-07-15,56.1
6198,2005-07-14,56.79
6199,2005-07-13,58.33
6200,2005-07-12,59.0
6201,2005-07-11,57.55
6202,2005-07-10,58.38
6203,2005-07-09,57.86
6204,2005-07-08,57.13
6205,2005-07-07,57.55
6206,2005-07-06,58.38
6207,2005-07-05,56.41
6208,2005-07-04,55.36
6209,2005-07-03,55.42
6210,2005-07-02,57.75
6211,2005-07-01,58.5
6212,2005-06-30,55.36
6213,2005-06-29,55.42
6214,2005-06-28,57.21
6215,2005-06-27,57.03
6216,2005-06-26,56.06
6217,2005-06-25,57.36
6218,2005-06-24,57.1
6219,2005-06-23,57.03
6220,2005-06-22,56.06
6221,2005-06-21,56.92
6222,2005-06-20,54.3
6223,2005-06-19,54.12
6224,2005-06-18,53.52
6225,2005-06-17,52.0
6226,2005-06-16,54.3
6227,2005-06-15,54.12
6228,2005-06-14,51.98
6229,2005-06-13,51.36
6230,2005-06-12,51.92
6231,2005-06-11,51.62
6232,2005-06-10,52.61
6233,2005-06-09,51.36
6234,2005-06-08,51.92
6235,2005-06-07,51.9
6236,2005-06-06,51.3
6237,2005-06-05,50.46
6238,2005-06-04,49.3
6239,2005-06-03,49.33
6240,2005-06-02,51.3
6241,2005-06-01,50.46
6242,2005-05-31,49.42
6243,2005-05-30,49.71
6244,2005-05-29,49.24
6245,2005-05-28,47.29
6246,2005-05-27,47.28
6247,2005-05-26,49.71
6248,2005-05-25,49.24
6249,2005-05-24,46.91
6250,2005-05-23,46.92
6251,2005-05-22,47.35
6252,2005-05-21,47.31
6253,2005-05-20,46.42
6254,2005-05-19,46.92
6255,2005-05-18,47.35
6256,2005-05-17,46.85
6257,2005-05-16,47.4
6258,2005-05-15,48.91
6259,2005-05-14,50.61
6260,2005-05-13,49.71
6261,2005-05-12,47.4
6262,2005-05-11,48.91
6263,2005-05-10,49.7
6264,2005-05-09,49.81
6265,2005-05-08,50.36
6266,2005-05-07,49.48
6267,2005-05-06,50.89
6268,2005-05-05,49.81
6269,2005-05-04,50.36
6270,2005-05-03,50.61
6271,2005-05-02,50.74
6272,2005-05-01,51.29
6273,2005-04-30,52.47
6274,2005-04-29,53.1
6275,2005-04-28,50.74
6276,2005-04-27,51.29
6277,2005-04-26,53.51
6278,2005-04-25,51.73
6279,2005-04-24,51.53
6280,2005-04-23,50.79
6281,2005-04-22,48.58
6282,2005-04-21,51.73
6283,2005-04-20,51.53
6284,2005-04-19,49.52
6285,2005-04-18,50.21
6286,2005-04-17,49.67
6287,2005-04-16,51.53
6288,2005-04-15,51.21
6289,2005-04-14,50.21
6290,2005-04-13,49.67
6291,2005-04-12,51.83
6292,2005-04-11,52.57
6293,2005-04-10,54.08
6294,2005-04-09,54.53
6295,2005-04-08,55.92
6296,2005-04-07,52.57
6297,2005-04-06,54.08
6298,2005-04-05,54.14
6299,2005-04-04,53.22
6300,2005-04-03,50.63
6301,2005-04-02,51.42
6302,2005-04-01,51.75
6303,2005-03-31,53.22
6304,2005-03-30,50.63
6305,2005-03-29,51.42
6306,2005-03-28,52.35
6307,2005-03-27,51.52
6308,2005-03-26,55.39
6309,2005-03-25,55.79
6310,2005-03-24,52.35
6311,2005-03-23,51.52
6312,2005-03-22,55.97
6313,2005-03-21,56.03
6314,2005-03-20,54.61
6315,2005-03-19,53.97
6316,2005-03-18,53.68
6317,2005-03-17,56.03
6318,2005-03-16,54.61
6319,2005-03-15,53.15
6320,2005-03-14,53.04
6321,2005-03-13,54.11
6322,2005-03-12,53.29
6323,2005-03-11,51.87
6324,2005-03-10,53.04
6325,2005-03-09,54.11
6326,2005-03-08,52.1
6327,2005-03-07,52.89
6328,2005-03-06,51.05
6329,2005-03-05,50.47
6330,2005-03-04,50.13
6331,2005-03-03,52.89
6332,2005-03-02,51.05
6333,2005-03-01,50.05
6334,2005-02-28,49.24
6335,2005-02-27,48.16
6336,2005-02-26,47.6
6337,2005-02-25,46.09
6338,2005-02-24,49.24
6339,2005-02-23,48.16
6340,2005-02-22,45.86
6341,2005-02-21,45.42
6342,2005-02-20,45.42
6343,2005-02-19,44.91
6344,2005-02-18,44.51
6345,2005-02-17,45.42
6346,2005-02-16,45.42
6347,2005-02-15,44.41
6348,2005-02-14,44.04
6349,2005-02-13,42.49
6350,2005-02-12,42.79
6351,2005-02-11,42.7
6352,2005-02-10,44.04
6353,2005-02-09,42.49
6354,2005-02-08,43.26
6355,2005-02-07,43.13
6356,2005-02-06,44.17
6357,2005-02-05,45.12
6358,2005-02-04,44.51
6359,2005-02-03,43.13
6360,2005-02-02,44.17
6361,2005-02-01,44.75
6362,2005-01-31,46.51
6363,2005-01-30,45.94
6364,2005-01-29,46.14
6365,2005-01-28,45.74
6366,2005-01-27,46.51
6367,2005-01-26,45.94
6368,2005-01-25,45.88
6369,2005-01-24,44.06
6370,2005-01-23,45.16
6371,2005-01-22,45.18
6372,2005-01-21,45.1
6373,2005-01-20,44.06
6374,2005-01-19,45.16
6375,2005-01-18,45.26
6376,2005-01-17,45.76
6377,2005-01-16,43.75
6378,2005-01-15,43.45
6379,2005-01-14,44.71
6380,2005-01-13,45.76
6381,2005-01-12,43.75
6382,2005-01-11,43.28
6383,2005-01-10,43.25
6384,2005-01-09,41.0
6385,2005-01-08,40.75
6386,2005-01-07,43.28
6387,2005-01-06,43.25
6388,2005-01-05,41.0
6389,2005-01-04,40.38
6390,2005-01-03,39.8
6391,2005-01-02,38.93
6392,2005-01-01,40.24
6393,2004-12-31,39.6
6394,2004-12-30,39.8
6395,2004-12-29,38.93
6396,2004-12-28,39.6
6397,2004-12-27,40.29
6398,2004-12-26,40.44
6399,2004-12-25,42.76
6400,2004-12-24,42.67
6401,2004-12-23,40.29
6402,2004-12-22,40.44
6403,2004-12-21,43.06
6404,2004-12-20,41.49
6405,2004-12-19,41.53
6406,2004-12-18,37.03
6407,2004-12-17,36.77
6408,2004-12-16,41.49
6409,2004-12-15,41.53
6410,2004-12-14,37.24
6411,2004-12-13,38.33
6412,2004-12-12,36.9
6413,2004-12-11,37.11
6414,2004-12-10,38.43
6415,2004-12-09,38.33
6416,2004-12-08,36.9
6417,2004-12-07,38.57
6418,2004-12-06,38.49
6419,2004-12-05,41.19
6420,2004-12-04,44.23
6421,2004-12-03,44.05
6422,2004-12-02,38.49
6423,2004-12-01,41.19
6424,2004-11-30,42.87
6425,2004-11-29,43.12
6426,2004-11-28,42.62
6427,2004-11-27,43.03
6428,2004-11-26,42.26
6429,2004-11-25,43.12
6430,2004-11-24,42.62
6431,2004-11-23,42.29
6432,2004-11-22,40.8
6433,2004-11-21,40.27
6434,2004-11-20,40.48
6435,2004-11-19,39.32
6436,2004-11-18,40.8
6437,2004-11-17,40.27
6438,2004-11-16,41.33
6439,2004-11-15,42.22
6440,2004-11-14,42.57
6441,2004-11-13,43.27
6442,2004-11-12,44.78
6443,2004-11-11,42.22
6444,2004-11-10,42.57
6445,2004-11-09,44.37
6446,2004-11-08,45.32
6447,2004-11-07,46.14
6448,2004-11-06,46.25
6449,2004-11-05,46.84
6450,2004-11-04,45.32
6451,2004-11-03,46.14
6452,2004-11-02,48.16
6453,2004-11-01,48.88
6454,2004-10-31,49.99
6455,2004-10-30,52.04
6456,2004-10-29,51.68
6457,2004-10-28,48.88
6458,2004-10-27,49.99
6459,2004-10-26,52.28
6460,2004-10-25,51.06
6461,2004-10-24,50.78
6462,2004-10-23,49.21
6463,2004-10-22,49.16
6464,2004-10-21,51.06
6465,2004-10-20,50.78
6466,2004-10-19,51.02
6467,2004-10-18,51.31
6468,2004-10-17,50.42
6469,2004-10-16,51.28
6470,2004-10-15,50.75
6471,2004-10-14,51.31
6472,2004-10-13,50.42
6473,2004-10-12,49.41
6474,2004-10-11,48.98
6475,2004-10-10,47.95
6476,2004-10-09,47.1
6477,2004-10-08,46.99
6478,2004-10-07,48.98
6479,2004-10-06,47.95
6480,2004-10-05,46.86
6481,2004-10-04,47.76
6482,2004-10-03,46.54
6483,2004-10-02,47.52
6484,2004-10-01,46.87
6485,2004-09-30,47.76
6486,2004-09-29,46.54
6487,2004-09-28,46.13
6488,2004-09-27,46.53
6489,2004-09-26,45.66
6490,2004-09-25,44.56
6491,2004-09-24,43.6
6492,2004-09-23,46.53
6493,2004-09-22,45.66
6494,2004-09-21,43.08
6495,2004-09-20,40.68
6496,2004-09-19,42.03
6497,2004-09-18,41.34
6498,2004-09-17,40.63
6499,2004-09-16,40.68
6500,2004-09-15,42.03
6501,2004-09-14,41.03
6502,2004-09-13,41.45
6503,2004-09-12,39.91
6504,2004-09-11,40.19
6505,2004-09-10,40.4
6506,2004-09-09,41.45
6507,2004-09-08,39.91
6508,2004-09-07,41.07
6509,2004-09-06,42.39
6510,2004-09-05,40.96
6511,2004-09-04,39.8
6512,2004-09-03,40.78
6513,2004-09-02,42.39
6514,2004-09-01,40.96
6515,2004-08-31,40.72
6516,2004-08-30,40.65
6517,2004-08-29,42.39
6518,2004-08-28,42.99
6519,2004-08-27,44.39
6520,2004-08-26,40.65
6521,2004-08-25,42.39
6522,2004-08-24,45.46
6523,2004-08-23,44.84
6524,2004-08-22,44.12
6525,2004-08-21,44.05
6526,2004-08-20,44.35
6527,2004-08-19,44.84
6528,2004-08-18,44.12
6529,2004-08-17,44.13
6530,2004-08-16,43.5
6531,2004-08-15,42.45
6532,2004-08-14,42.5
6533,2004-08-13,43.21
6534,2004-08-12,43.5
6535,2004-08-11,42.45
6536,2004-08-10,42.63
6537,2004-08-09,42.49
6538,2004-08-08,41.75
6539,2004-08-07,41.82
6540,2004-08-06,41.35
6541,2004-08-05,42.49
6542,2004-08-04,41.75
6543,2004-08-03,41.47
6544,2004-08-02,40.93
6545,2004-08-01,41.08
6546,2004-07-31,40.09
6547,2004-07-30,39.75
6548,2004-07-29,40.93
6549,2004-07-28,41.08
6550,2004-07-27,39.59
6551,2004-07-26,39.16
6552,2004-07-25,38.48
6553,2004-07-24,38.96
6554,2004-07-23,39.07
6555,2004-07-22,39.16
6556,2004-07-21,38.48
6557,2004-07-20,38.49
6558,2004-07-19,38.41
6559,2004-07-18,37.51
6560,2004-07-17,36.68
6561,2004-07-16,37.73
6562,2004-07-15,38.41
6563,2004-07-14,37.51
6564,2004-07-13,37.58
6565,2004-07-12,37.13
6566,2004-07-11,35.62
6567,2004-07-10,36.47
6568,2004-07-09,35.73
6569,2004-07-08,37.13
6570,2004-07-07,35.62
6571,2004-07-06,35.36
6572,2004-07-05,35.58
6573,2004-07-04,33.22
6574,2004-07-03,32.61
6575,2004-07-02,33.24
6576,2004-07-01,35.58
6577,2004-06-30,33.22
6578,2004-06-29,34.25
6579,2004-06-28,34.71
6580,2004-06-27,34.81
6581,2004-06-26,34.95
6582,2004-06-25,34.82
6583,2004-06-24,34.71
6584,2004-06-23,34.81
6585,2004-06-22,35.43
6586,2004-06-21,35.58
6587,2004-06-20,34.56
6588,2004-06-19,34.66
6589,2004-06-18,35.22
6590,2004-06-17,35.58
6591,2004-06-16,34.56
6592,2004-06-15,35.23
6593,2004-06-14,35.75
6594,2004-06-13,34.69
6595,2004-06-12,35.47
6596,2004-06-11,35.57
6597,2004-06-10,35.75
6598,2004-06-09,34.69
6599,2004-06-08,35.97
6600,2004-06-07,36.26
6601,2004-06-06,37.99
6602,2004-06-05,39.05
6603,2004-06-04,37.0
6604,2004-06-03,36.26
6605,2004-06-02,37.99
6606,2004-06-01,37.0
6607,2004-05-31,37.03
6608,2004-05-30,38.05
6609,2004-05-29,38.46
6610,2004-05-28,39.22
6611,2004-05-27,37.03
6612,2004-05-26,38.05
6613,2004-05-25,37.6
6614,2004-05-24,38.89
6615,2004-05-23,38.35
6616,2004-05-22,38.43
6617,2004-05-21,38.88
6618,2004-05-20,38.89
6619,2004-05-19,38.35
6620,2004-05-18,39.04
6621,2004-05-17,38.3
6622,2004-05-16,37.95
6623,2004-05-15,36.97
6624,2004-05-14,35.83
6625,2004-05-13,38.3
6626,2004-05-12,37.95
6627,2004-05-11,37.25
6628,2004-05-10,37.05
6629,2004-05-09,36.58
6630,2004-05-08,36.07
6631,2004-05-07,34.97
6632,2004-05-06,37.05
6633,2004-05-05,36.58
6634,2004-05-04,35.23
6635,2004-05-03,34.66
6636,2004-05-02,35.02
6637,2004-05-01,34.11
6638,2004-04-30,34.18
6639,2004-04-29,34.66
6640,2004-04-28,35.02
6641,2004-04-27,33.78
6642,2004-04-26,33.24
6643,2004-04-25,33.23
6644,2004-04-24,33.56
6645,2004-04-23,34.71
6646,2004-04-22,33.24
6647,2004-04-21,33.23
6648,2004-04-20,33.85
6649,2004-04-19,33.72
6650,2004-04-18,33.54
6651,2004-04-17,34.15
6652,2004-04-16,34.51
6653,2004-04-15,33.72
6654,2004-04-14,33.54
6655,2004-04-13,34.03
6656,2004-04-12,33.98
6657,2004-04-11,33.07
6658,2004-04-10,31.48
6659,2004-04-09,31.17
6660,2004-04-08,33.98
6661,2004-04-07,33.07
6662,2004-04-06,31.19
6663,2004-04-05,32.59
6664,2004-04-04,32.29
6665,2004-04-03,33.04
6666,2004-04-02,32.04
6667,2004-04-01,32.59
6668,2004-03-31,32.29
6669,2004-03-30,32.51
6670,2004-03-29,33.32
6671,2004-03-28,34.14
6672,2004-03-27,34.4
6673,2004-03-26,33.57
6674,2004-03-25,33.32
6675,2004-03-24,34.14
6676,2004-03-23,34.33
6677,2004-03-22,34.43
6678,2004-03-21,34.95
6679,2004-03-20,34.72
6680,2004-03-19,34.39
6681,2004-03-18,34.43
6682,2004-03-17,34.95
6683,2004-03-16,32.76
6684,2004-03-15,33.22
6685,2004-03-14,32.83
6686,2004-03-13,33.72
6687,2004-03-12,34.27
6688,2004-03-11,33.22
6689,2004-03-10,32.83
6690,2004-03-09,34.4
6691,2004-03-08,33.45
6692,2004-03-07,33.32
6693,2004-03-06,34.15
6694,2004-03-05,33.34
6695,2004-03-04,33.45
6696,2004-03-03,33.32
6697,2004-03-02,32.94
6698,2004-03-01,32.45
6699,2004-02-29,32.46
6700,2004-02-28,31.6
6701,2004-02-27,31.89
6702,2004-02-26,32.45
6703,2004-02-25,32.46
6704,2004-02-24,31.22
6705,2004-02-23,31.63
6706,2004-02-22,31.57
6707,2004-02-21,31.43
6708,2004-02-20,31.08
6709,2004-02-19,31.63
6710,2004-02-18,31.57
6711,2004-02-17,30.96
6712,2004-02-16,30.17
6713,2004-02-15,30.33
6714,2004-02-14,30.06
6715,2004-02-13,29.1
6716,2004-02-12,30.17
6717,2004-02-11,30.33
6718,2004-02-10,29.26
6719,2004-02-09,29.02
6720,2004-02-08,29.63
6721,2004-02-07,30.07
6722,2004-02-06,30.3
6723,2004-02-05,29.02
6724,2004-02-04,29.63
6725,2004-02-03,29.53
6726,2004-02-02,29.47
6727,2004-02-01,30.77
6728,2004-01-31,31.05
6729,2004-01-30,31.15
6730,2004-01-29,29.47
6731,2004-01-28,30.77
6732,2004-01-27,32.08
6733,2004-01-26,31.42
6734,2004-01-25,31.95
6735,2004-01-24,32.26
6736,2004-01-23,31.67
6737,2004-01-22,31.42
6738,2004-01-21,31.95
6739,2004-01-20,31.26
6740,2004-01-19,31.43
6741,2004-01-18,31.84
6742,2004-01-17,32.55
6743,2004-01-16,31.41
6744,2004-01-15,31.43
6745,2004-01-14,31.84
6746,2004-01-13,31.91
6747,2004-01-12,31.11
6748,2004-01-11,30.99
6749,2004-01-10,31.2
6750,2004-01-09,32.3
6751,2004-01-08,31.11
6752,2004-01-07,30.99
6753,2004-01-06,29.55
6754,2004-01-05,32.3
6755,2004-01-04,30.3
6756,2004-01-03,30.1
6757,2004-01-02,29.17
6758,2003-12-31,30.3
6759,2003-12-30,30.1
6760,2003-12-29,29.17
6761,2003-12-28,29.45
6762,2003-12-27,28.3
6763,2003-12-26,28.78
6764,2003-12-24,29.45
6765,2003-12-23,31.03
6766,2003-12-22,30.79
6767,2003-12-21,31.01
6768,2003-12-20,30.64
6769,2003-12-19,30.89
6770,2003-12-18,30.79
6771,2003-12-17,31.01
6772,2003-12-16,30.24
6773,2003-12-15,29.79
6774,2003-12-14,30.02
6775,2003-12-13,30.27
6776,2003-12-12,30.52
6777,2003-12-11,29.79
6778,2003-12-10,30.02
6779,2003-12-09,28.87
6780,2003-12-08,29.25
6781,2003-12-07,29.26
6782,2003-12-06,29.1
6783,2003-12-05,28.17
6784,2003-12-04,29.25
6785,2003-12-03,29.26
6786,2003-12-02,28.95
6787,2003-12-01,28.9
6788,2003-11-30,28.23
6789,2003-11-29,27.62
6790,2003-11-28,27.99
6791,2003-11-27,28.9
6792,2003-11-26,28.23
6793,2003-11-25,29.79
6794,2003-11-24,29.88
6795,2003-11-23,30.13
6796,2003-11-22,29.26
6797,2003-11-21,28.98
6798,2003-11-20,29.88
6799,2003-11-19,30.13
6800,2003-11-18,29.78
6801,2003-11-17,29.01
6802,2003-11-16,28.58
6803,2003-11-15,28.88
6804,2003-11-14,28.82
6805,2003-11-13,29.01
6806,2003-11-12,28.58
6807,2003-11-11,28.73
6808,2003-11-10,28.52
6809,2003-11-09,27.9
6810,2003-11-08,27.32
6811,2003-11-07,27.78
6812,2003-11-06,28.52
6813,2003-11-05,27.9
6814,2003-11-04,27.88
6815,2003-11-03,27.47
6816,2003-11-02,28.56
6817,2003-11-01,28.99
6818,2003-10-31,29.38
6819,2003-10-30,27.47
6820,2003-10-29,28.56
6821,2003-10-28,30.01
6822,2003-10-27,29.63
6823,2003-10-26,29.25
6824,2003-10-25,29.61
6825,2003-10-24,29.78
6826,2003-10-23,29.63
6827,2003-10-22,29.25
6828,2003-10-21,30.27
6829,2003-10-20,31.05
6830,2003-10-19,31.23
6831,2003-10-18,31.45
6832,2003-10-17,31.0
6833,2003-10-16,31.05
6834,2003-10-15,31.23
6835,2003-10-14,31.13
6836,2003-10-13,30.21
6837,2003-10-12,28.96
6838,2003-10-11,29.35
6839,2003-10-10,29.75
6840,2003-10-09,30.21
6841,2003-10-08,28.96
6842,2003-10-07,29.14
6843,2003-10-06,28.9
6844,2003-10-05,27.98
6845,2003-10-04,28.09
6846,2003-10-03,27.77
6847,2003-10-02,28.9
6848,2003-10-01,27.98
6849,2003-09-30,27.02
6850,2003-09-29,27.04
6851,2003-09-28,26.81
6852,2003-09-27,25.74
6853,2003-09-26,25.82
6854,2003-09-25,27.04
6855,2003-09-24,26.81
6856,2003-09-23,25.51
6857,2003-09-22,25.56
6858,2003-09-21,25.76
6859,2003-09-20,26.28
6860,2003-09-19,26.38
6861,2003-09-18,25.56
6862,2003-09-17,25.76
6863,2003-09-16,26.52
6864,2003-09-15,27.48
6865,2003-09-14,27.76
6866,2003-09-13,27.64
6867,2003-09-12,28.47
6868,2003-09-11,27.48
6869,2003-09-10,27.76
6870,2003-09-09,27.72
6871,2003-09-08,27.49
6872,2003-09-07,27.89
6873,2003-09-06,28.08
6874,2003-09-05,29.64
6875,2003-09-04,27.49
6876,2003-09-03,27.89
6877,2003-09-02,30.38
6878,2003-09-01,30.1
6879,2003-08-31,30.05
6880,2003-08-30,30.08
6881,2003-08-29,29.98
6882,2003-08-28,30.1
6883,2003-08-27,30.05
6884,2003-08-26,30.22
6885,2003-08-25,29.95
6886,2003-08-24,29.28
6887,2003-08-23,29.18
6888,2003-08-22,29.88
6889,2003-08-21,29.95
6890,2003-08-20,29.28
6891,2003-08-19,29.18
6892,2003-08-18,28.96
6893,2003-08-17,29.66
6894,2003-08-16,30.13
6895,2003-08-15,30.05
6896,2003-08-14,28.96
6897,2003-08-13,29.66
6898,2003-08-12,30.59
6899,2003-08-11,30.06
6900,2003-08-10,30.01
6901,2003-08-09,30.37
6902,2003-08-08,29.91
6903,2003-08-07,30.06
6904,2003-08-06,30.01
6905,2003-08-05,29.63
6906,2003-08-04,28.68
6907,2003-08-03,28.31
6908,2003-08-02,28.27
6909,2003-08-01,27.71
6910,2003-07-31,28.68
6911,2003-07-30,28.31
6912,2003-07-29,28.3
6913,2003-07-28,27.73
6914,2003-07-27,27.67
6915,2003-07-26,28.4
6916,2003-07-25,28.01
6917,2003-07-24,27.73
6918,2003-07-23,27.67
6919,2003-07-22,29.2
6920,2003-07-21,28.59
6921,2003-07-20,28.51
6922,2003-07-19,28.87
6923,2003-07-18,28.52
6924,2003-07-17,28.59
6925,2003-07-16,28.51
6926,2003-07-15,29.36
6927,2003-07-14,29.37
6928,2003-07-13,28.21
6929,2003-07-12,27.95
6930,2003-07-11,27.23
6931,2003-07-10,29.37
6932,2003-07-09,28.21
6933,2003-07-08,27.97
6934,2003-07-07,28.63
6935,2003-07-06,28.2
6936,2003-07-05,28.33
6937,2003-07-04,28.88
6938,2003-07-03,28.63
6939,2003-07-02,28.2
6940,2003-07-01,27.45
6941,2003-06-30,27.06
6942,2003-06-29,27.34
6943,2003-06-28,26.96
6944,2003-06-27,27.13
6945,2003-06-26,27.06
6946,2003-06-25,27.34
6947,2003-06-24,27.13
6948,2003-06-23,26.21
6949,2003-06-22,26.43
6950,2003-06-21,27.14
6951,2003-06-20,27.5
6952,2003-06-19,26.21
6953,2003-06-18,26.43
6954,2003-06-17,27.39
6955,2003-06-16,28.48
6956,2003-06-15,28.97
6957,2003-06-14,28.44
6958,2003-06-13,28.62
6959,2003-06-12,28.48
6960,2003-06-11,28.97
6961,2003-06-10,28.38
6962,2003-06-09,28.16
6963,2003-06-08,27.49
6964,2003-06-07,27.99
6965,2003-06-06,27.56
6966,2003-06-05,28.16
6967,2003-06-04,27.49
6968,2003-06-03,26.58
6969,2003-06-02,26.39
6970,2003-06-01,26.48
6971,2003-05-31,26.55
6972,2003-05-30,26.78
6973,2003-05-29,26.39
6974,2003-05-28,26.48
6975,2003-05-27,27.14
6976,2003-05-26,27.32
6977,2003-05-25,27.58
6978,2003-05-24,26.69
6979,2003-05-23,27.23
